qid,year,subject,auto_tier,auto_best,expert_tier,expert_link,link_src,advantage,transform,weight,text_snippet
2019_P_27,2019,Environment,4,2010_P_21,2,2010_P_21,expert,elimination,same-fact-new-frame,1.00,Which of the following are in Agasthyamala Biosphere Reserve?
2019_P_28,2019,Geography,0,,,,auto,,,0.00,Consider the following statements: 1. Some species of turtles are herbivores. 2. Some species of fish are herbivores. 3. Some species of marine mammal
2019_P_29,2019,Geography,3,1999_P_77,,1999_P_77,auto,,,0.00,Consider the following pairs: Wildlife Naturally found in 1. Blue-finned Mahseer : Cauvery River 2. Irrawaddy Dolphin : Chambal River 3. Rusty-spotted
2019_P_3,2019,Economy,1,2014_P_99,,2017_P_9,expert,,,0.00,The Global Competitiveness Report is published by the
2019_P_30,2019,Environment,1,2014_P_98,2,2014_P_98,expert,conceptual,mechanism-transfer,5.40,Why is there a great concern about the 'microbeads' that are released into environment?
2019_P_31,2019,Environment,1,2012_P_5,,2012_P_5,auto,,,0.00,"Recently, there was a growing awareness in our country about the importance of Himalayan nettle (Girardinia diversifolia) because it is found to be a "
2019_P_32,2019,Geography,3,2015_P_71,,2015_P_71,auto,,,0.00,For the measurement/estimation of which of the following are satellite images/remote sensing data used? 1. Chlorophyll content in the vegetation of a 
2019_P_33,2019,Geography,4,2005_P_36,2,2005_P_36,expert,conceptual,entity-bridge,1.00,"Consider the following States: 1. Chhattisgarh 2. Madhya Pradesh 3. Maharashtra 4. Odisha With reference to the States mentioned above, in terms of pe"
2019_P_34,2019,Geography,1,2017_P_25,,2017_P_25,auto,,,0.00,Which of the following statements are correct about the deposits of 'methane hydrate'? 1. Global warming might trigger the release of methane gas from
2019_P_35,2019,Environment,4,2014_P_24,3,2014_P_24,expert,conceptual,entity-bridge,1.00,Consider the following: 1. Carbon monoxide 2. Methane 3. Ozone 4. Sulphur dioxide Which of the above are released into atmosphere due to the burning o
2019_P_36,2019,Geography,4,2017_P_54,3,2017_P_54,expert,conceptual,entity-bridge,1.00,Consider the following pairs: Sea Bordering country 1. Adriatic Sea : Albania 2. Black Sea : Croatia 3. Caspian Sea : Kazakhstan 4. Mediterranean Sea 
2019_P_37,2019,Economy,3,2013_P_61,,2013_P_61,auto,,,0.00,"Among the following, which one is the largest exporter of rice in the world in the last five years?"
2019_P_38,2019,Geography,4,2008_P_23,2,2008_P_23,expert,conceptual,entity-bridge,1.00,Consider the following pairs: Glacier River 1. Bandarpunch : Yamuna 2. Bara Shigri : Chenab 3. Milam : Mandakini 4. Siachen : Nubra 5. Zemu : Manas Wh
2019_P_39,2019,Science & Technology,0,,,,auto,,,0.00,"In India, the use of carbofuran, methyl parathion, phorate and triazophos is viewed with apprehension. These chemicals are used as"
2019_P_4,2019,History,4,2002_P_59,4,2002_P_59,auto,answerability,entity-bridge,1.00,Consider the following statements about 'the Charter Act of 1813': 1. It ended the trade monopoly of the East India Company in India except for trade 
2019_P_40,2019,Environment,3,2010_P_58,,2010_P_58,auto,,,0.00,"Consider the following statements: 1. Under Ramsar Convention, it is mandatory on the part of the Government of India to protect and conserve all the "
2019_P_41,2019,Geography,1,2010_P_60,,2010_P_60,auto,,,0.00,Consider the following statements: 1. Agricultural soils release nitrogen oxides into environment. 2. Cattle release ammonia into environment. 3. Poul
2019_P_42,2019,Geography,0,,0,,expert,none,spurious,3.86,"What is common to the places known as Aliyar, Isapur and Kangsabati?"
2019_P_43,2019,Science & Technology,3,2014_P_24,,2014_P_24,auto,,,0.00,"In the context of proposals to the use of hydrogen-enriched CNG (H-CNG) as fuel for buses in public transport, consider the following statements: 1. T"
2019_P_44,2019,Geography,0,,0,,expert,none,spurious,3.86,Why are dewdrops not formed on a cloudy night?
2019_P_45,2019,Polity,3,2007_P_6,,2007_P_6,auto,,,0.00,Consider the following statements: 1. The 44th Amendment to the Constitution of India introduced an Article placing the election of the Prime Minister
2019_P_46,2019,Polity,3,2007_P_9,,2007_P_9,auto,,,0.00,Consider the following statements: 1. The motion to impeach a Judge of the Supreme Court of India cannot be rejected by the Speaker of the Lok Sabha a
2019_P_47,2019,Polity,1,2018_P_5,,2018_P_5,auto,,,0.00,The Ninth Schedule was introduced in the Constitution of India during the prime ministership of
2019_P_48,2019,Economy,3,2012_P_84,,2012_P_84,auto,,,0.00,"Consider the following statements: 1. Coal sector was nationalized by the Government of India under Indira Gandhi. 2. Now, coal blocks are allocated o"
2019_P_49,2019,Polity,3,1999_P_14,,1999_P_14,auto,,,0.00,"Consider the following statements: 1. The Parliament (Prevention of Disqualification) Act, 1959 exempts several posts from disqualification on the gro"
2019_P_5,2019,History,3,2007_P_4,,2007_P_4,auto,,,0.00,"With reference to Swadeshi Movement, consider the following statements: 1. It contributed to the revival of the indigenous artisan crafts and industri"
2019_P_50,2019,Polity,1,2017_P_76,,2017_P_76,auto,,,0.00,Under which Schedule of the Constitution of India can the transfer of tribal land to private parties for mining be declared null and void?
2019_P_51,2019,Polity,3,2008_P_26,0,,expert,none,spurious,7.05,Consider the following statements about Particularly Vulnerable Tribal Groups (PVTGs) in India : 1. PVTGs reside in 18 States and one Union Territory.
2019_P_52,2019,Polity,3,2012_P_4,2,2012_P_4,expert,conceptual,mechanism-transfer,7.05,"With reference to the Constitution of India, prohibitions or limitations or provisions contained in ordinary laws cannot act as prohibitions or limita"
2019_P_53,2019,Polity,4,2007_P_7,2,2007_P_7,expert,conceptual,entity-bridge,1.00,"With reference to the Legislative Assembly of a State in India, consider the following statements : 1. The Governor makes a customary address to Membe"
2019_P_54,2019,Polity,1,2015_P_12,1,2015_P_12,expert,pattern,weak-association,5.40,Consider the following statements: 1. The United Nations Convention against Corruption (UNCAC) has a 'Protocol against the Smuggling of Migrants by La
2019_P_55,2019,Polity,5,2013_P_23,3,2013_P_23,expert,conceptual,paraphrase-repeat,1.00,"Consider the following statements: 1. As per recent amendment to the Indian Forest Act, 1927, forest dwellers have the right to fell the bamboos grown"
2019_P_56,2019,Polity,3,2002_P_57,,2002_P_57,auto,,,0.00,Which Article of the Constitution of India safeguards one's right to marry the person of one's choice?
2019_P_57,2019,Science & Technology,3,2012_P_3,,2012_P_3,auto,,,0.00,"Consider the following statements : 1. According to the Indian Patents Act, a biological process to create a seed can be patented in India. 2. In Indi"
2019_P_58,2019,Polity,3,2014_P_96,,2014_P_96,auto,,,0.00,"Consider the following statements : The Environment Protection Act, 1986 empowers the Government of India to 1. state the requirement of public partic"
2019_P_59,2019,Polity,2,2013_P_26,2,2013_P_26,expert,elimination,mechanism-transfer,1.00,"As per the Solid Waste Management Rules, 2016 in India, which one of the following statements is correct?"
2019_P_6,2019,History,3,2012_P_36,,2012_P_36,auto,,,0.00,Consider the following pairs: Movement/Organization Leader 1. All India Anti-Untouchability League : Mahatma Gandhi 2. All India Kisan Sabha : Swami S
2019_P_60,2019,Polity,0,,,,auto,,,0.00,"Consider the following statements : As per the Industrial Employment (Standing Orders) Central (Amendment) Rules, 2018 1. if rules for fixed-term empl"
2019_P_61,2019,Economy,3,2011_P_40,,2011_P_40,auto,,,0.00,The Service Area Approach was implemented under the purview of
2019_P_62,2019,Polity,1,2012_P_1,,2012_P_1,auto,,,0.00,"With reference to the management of minor minerals in India, consider the following statements: 1. Sand is a 'minor mineral' according to the prevaili"
2019_P_63,2019,Economy,3,2002_P_35,,2002_P_35,auto,,,0.00,Consider the following statements: 1. Most of India's external debt is owed by governmental entities. 2. All of India's external debt is denominated i
2019_P_64,2019,Economy,1,2016_P_29,,2016_P_29,auto,,,0.00,Which of the following is not included in the assets of a commercial bank in India?
2019_P_65,2019,Economy,3,2013_P_53,,2013_P_53,auto,,,0.00,"In the context of India, which of the following factors is/are contributor/contributors to reducing the risk of a currency crisis? 1. The foreign curr"
2019_P_66,2019,Polity,1,2009_P_90,,2009_P_90,auto,,,0.00,Which one of the following suggested that the Governor should be an eminent person from outside the State and should be a detached figure without inte
2019_P_67,2019,Economy,1,2001_P_48,,2001_P_48,auto,,,0.00,Which of the following is issued by registered foreign portfolio investors to overseas investors who want to be part of the Indian stock market withou
2019_P_68,2019,Polity,3,2017_P_91,,2017_P_91,auto,,,0.00,"Consider the following statements : 1. As per law, the Compensatory Afforestation Fund Management and Planning Authority exists at both National and S"
2019_P_69,2019,Polity,3,2016_P_56,,2016_P_56,auto,,,0.00,"In India, which of the following review the independent regulators in sectors like telecommunications, insurance, electricity, etc.? 1. Ad Hoc Committ"
2019_P_7,2019,History,3,2001_P_45,,2001_P_45,auto,,,0.00,Which one of the following is not a Harappan site?
2019_P_70,2019,Economy,3,2009_P_16,,2009_P_16,auto,,,0.00,"With reference to India's Five-Year Plans, which of the following statements is/are correct? 1. From the Second Five-Year Plan, there was a determined"
2019_P_71,2019,Polity,1,2017_P_56,,2017_P_56,auto,,,0.00,"With reference to Asian Infrastructure Investment Bank (AIIB), consider the following statements: 1. AIIB has more than 80 member nations. 2. India is"
2019_P_72,2019,Economy,0,,,,auto,,,0.00,What was the purpose of Inter-Creditor Agreement signed by Indian banks and financial institutions recently?
2019_P_73,2019,Polity,3,2018_P_96,,2018_P_96,expert,,,0.00,The Chairmen of public sector banks are selected by the
2019_P_74,2019,Polity,3,2013_P_60,,2013_P_60,auto,,,0.00,Consider the following statements : 1. Petroleum and Natural Gas Regulatory Board (PNGRB) is the first regulatory body set up by the Government of Ind
2019_P_75,2019,Science & Technology,0,,,,auto,,,0.00,"With reference to communication technologies, what is/are the difference/differences between LTE (Long-Term Evolution) and VoLTE (Voice over Long-Term"
2019_P_76,2019,Polity,3,1999_P_10,,1999_P_10,auto,,,0.00,"Which of the following statements is/are correct regarding the Maternity Benefit (Amendment) Act, 2017? 1. Pregnant women are entitled for three month"
2019_P_77,2019,Economy,4,2016_P_37,2,2016_P_37,expert,conceptual,entity-bridge,1.00,Which one of the following is not a sub-index of the World Bank's 'Ease of Doing Business Index'?
2019_P_78,2019,Economy,3,2014_P_24,,2014_P_24,auto,,,0.00,"In India, 'extended producer responsibility' was introduced as an important feature in which of the following?"
2019_P_79,2019,Economy,4,2004_P_78,3,2004_P_78,expert,elimination,same-fact-new-frame,1.00,The economic cost of food grains to the Food Corporation of India is Minimum Support Price and bonus (if any) paid to the farmers plus
2019_P_8,2019,History,3,2016_P_39,,2016_P_39,auto,,,0.00,In which of the following relief sculpture inscriptions is 'Ranyo Ashoka' (King Ashoka) mentioned along with the stone portrait of Ashoka?
2019_P_80,2019,Economy,1,2010_P_78,,2010_P_78,auto,,,0.00,"In the context of any country, which one of the following would be considered as part of its social capital?"
2019_P_81,2019,Polity,4,2007_P_77,2,2007_P_77,expert,conceptual,entity-bridge,1.00,"With reference to the Constitution of India, consider the following statements: 1. No High Court shall have the jurisdiction to declare any central la"
2019_P_82,2019,Economy,3,2002_P_86,,2002_P_86,auto,,,0.00,Consider the following statements: 1. Purchasing Power Parity (PPP) exchange rates are calculated by comparing the prices of the same basket of goods 
2019_P_83,2019,Geography,4,2013_P_61,3,2013_P_61,expert,conceptual,entity-bridge,1.00,"With reference to the cultivation of Kharif crops in India in the last five years, consider the following statements: 1. Area under rice cultivation i"
2019_P_84,2019,Economy,1,2002_P_70,,2002_P_70,auto,,,0.00,"Among the agricultural commodities imported by India, which one of the following accounts for the highest imports in terms of value in the last five y"
2019_P_85,2019,Polity,1,2018_P_40,,2018_P_40,expert,,,0.00,"In the context of polity, which one of the following would you accept as the most appropriate definition of liberty?"
2019_P_86,2019,Economy,2,2016_P_8,2,2002_P_69,expert,elimination,mechanism-transfer,1.00,Which one of the following is not the most likely measure the Government/RBI takes to stop the slide of Indian rupee?
2019_P_87,2019,Economy,3,2001_P_84,,2001_P_84,auto,,,0.00,"Consider the following statements: The Reserve Bank of India's recent directives relating to 'Storage of Payment System Data', popularly known as data"
2019_P_88,2019,Polity,0,,,,auto,,,0.00,Which of the following adopted a law on data protection and privacy for its citizens known as 'General Data Protection Regulation' in April 2016 and s
2019_P_89,2019,Science & Technology,0,,0,,expert,none,spurious,3.86,"Recently, India signed a deal known as 'Action Plan for Prioritization and Implementation of Cooperation Areas in the Nuclear Field' with which of the"
